"","boot","coef_lag0","coef_lag1","coef_lag2","coef_lag3","coef_lag4","coef_lag5","coef_lag6","coef_lag7","coef_lag8","coef_lag9","coef_lag10","coef_lag11","coef_lag12","coef_lag13","coef_lag14","coef_lag15","coef_lag16","coef_lag17"
"46",46,0.016808056837932,0.0162288328341221,0.0228238306145736,0.0277305920590759,0.0287937968631024,0.0215784554074943,0.00433451499758739,0.0148490414858149,-0.00664082644479256,-0.003832393531755,-0.0100439175440887,-0.00233555394164637,0.0143344726576078,0.00473612084067073,0.0144412931918882,0.0138620760644204,0.00337334763846487,0.00858886278827204
"47",47,0.020213707716106,0.0174859741569801,0.0280713990127031,0.0317399763473293,0.0323740546165907,0.0279326665489207,0.00908369707707509,0.0169646403627467,-0.00576165148657179,-0.00327469755413461,-0.00915157300293903,0.000471999728003859,0.0184114123651428,0.0143130052618223,0.0209144363484483,0.0210132880443498,0.00872163943975686,0.015078155594826
"48",48,0.0202164295057332,0.0181861045732944,0.024626219657396,0.0295710061331219,0.0301136948534645,0.0287570393516237,0.0142898252534863,0.0171991141807607,-0.00036289819493638,-0.000240399678389269,-0.0047113303751911,0.00450058801260906,0.0141600905734803,0.0174513482647993,0.0187806116172913,0.0199841993645871,0.00658054845453731,0.00848656516252014
"49",49,0.0189517715184642,0.0176250523029916,0.0264422799907005,0.0283198585624219,0.0260713614578729,0.0289126157536062,0.0115959349207582,0.0181380652165382,-0.00385302225047731,-0.00341718288252857,-0.00624460397904056,-0.00116056555730522,0.0125209144083666,0.00821350215697655,0.0149783938584326,0.022072776423056,-0.000958980712219116,0.0067003367335925
"50",50,0.0146264706199652,0.0182061968990993,0.022834445177876,0.0272356151111308,0.027327219936461,0.0239653592493684,0.0044581394344084,0.00920399758818188,-0.00706837123655544,-0.00579932592095277,-0.0057471255347031,0.00256091619415004,0.0171025310893726,0.0106338201722284,0.0151445025072516,0.018824238522733,0.00309515886125243,0.0036540332308166
"51",51,0.0191200903058594,0.0220869337148262,0.0299677257646361,0.0343774093949732,0.0313208232742069,0.025603279750316,0.0105558577204382,0.0141214464985292,-0.00620652160804455,-0.00641229690400524,-0.00412623790601797,0.00213210747518213,0.0185782522394997,0.00938295290415603,0.0149942178624221,0.0199456412510119,0.00289435279840199,0.00615529673542367
"52",52,0.0188530940599917,0.0184184309888692,0.0254343703023803,0.0291693388912372,0.025992012009736,0.0232333924845028,0.0038474784703592,0.0111747678243322,-0.00710252450614297,-0.000359964443316467,-0.0028774914189883,0.00279471878282541,0.014434791494671,0.00620570389480919,0.0119911831372558,0.0143540118093483,-0.00177710117692219,0.00837215668195027
"53",53,0.0185207410327059,0.0134657684710577,0.0226185276433009,0.0233869163716113,0.0258967899173208,0.0240599433165226,0.0108341542775921,0.0120191616827569,-0.00642708236662365,-0.00178066277059371,-0.00608194112474638,-0.00248285401831566,0.0116628635012455,0.0117895472684287,0.0162148144475013,0.0154374111640333,0.00146434093538135,0.00813982655556221
"54",54,0.0123139543275415,0.0127869151400659,0.0169564930840402,0.0233813225248575,0.0254439391953712,0.0206193866911145,0.00831866412140935,0.00974572394234089,-0.00482971420966353,-0.00584846306855266,-0.00733631618278187,0.00215655877247686,0.012102324269842,0.00902080286869638,0.00480249935330041,0.0189265413197264,0.00555590457169723,0.00706412221611867
"55",55,0.0160812033030647,0.0181490455260861,0.022682955988019,0.0258808145331369,0.0250718251530707,0.0189101722120052,0.00579760655164912,0.0119432595245414,-0.00391343349348335,-0.00193394142268644,-0.00370180318246956,0.00261692739200763,0.0115618649013995,0.0065551782720857,0.0083465169287873,0.015373462541465,0.00234343955220427,0.0101499556201099
"56",56,0.0140309774824161,0.0177602140648608,0.0247841238171601,0.0295688508041109,0.0279942217982055,0.0282570839537969,0.00985414738292521,0.0152118941841025,-0.00429325966934437,-0.00855275875927815,-0.0109654442046078,-0.00431144644520561,0.016433442486956,0.0087521488740251,0.018493839241377,0.024263611695435,0.0085497616732625,0.0076651896276804
"57",57,0.0195140368929177,0.0164822842877227,0.0256752559044239,0.0317806757611736,0.0292700901098936,0.0241997709891083,0.00718861431132815,0.0139396446301801,-0.00756510577553522,-0.00264169163868716,-0.00584894358259787,0.00128639596499563,0.0117070470301387,0.0122355312735417,0.0141698728293155,0.0189749662068916,0.00479438299746286,0.0138493808363944
"58",58,0.0213938817237893,0.023193746411932,0.0308127168712756,0.0354921045881227,0.035528406309372,0.0290964194046651,0.00647953299518333,0.0151123336809861,-0.00638920910780454,-0.00373154457950034,-0.00440680838590165,0.00302840672579587,0.016157960065662,0.00759612366256177,0.0113610537188218,0.0181535764836935,0.000590333852569066,0.00744351279922847
"59",59,0.0119077982909066,0.0142107402396952,0.0203253476394037,0.0253170739703326,0.0246737556506196,0.0204973597754784,0.00227944345161557,0.00944909530404444,-0.00722404574847762,-0.00592294205794298,-0.00855492050892771,0.00127174403693943,0.0145412809296771,0.0080773672651714,0.0104198803360292,0.0209585803284483,0.00340894072341845,0.00726800171145235
"60",60,0.0164509382297676,0.019079250725172,0.0248204417838058,0.0282982390306007,0.0331535696688435,0.0263591028070718,0.0120876515098024,0.0147416287517765,-0.00625806962733341,-0.00736002614994694,-0.00980718127313674,0.00504460939424826,0.0150302521678917,0.00492619636284869,0.00897228164740283,0.0164786483072566,-0.000835825398311752,0.00198324620641418
"61",61,0.0160603396366954,0.014900860998877,0.0209780395481296,0.0247829339068919,0.0249866321486278,0.0198361924076156,0.00450198664215744,0.00960125861204252,-0.00971667572771532,-0.00458984797888553,-0.00705087460667842,0.00156614108989765,0.012333584714914,0.00716733061610327,0.0154364155686617,0.0168493960013808,0.00319426145373927,0.0093901187746209
"62",62,0.012524065283419,0.0131776054793676,0.0186242873183442,0.0199457002185369,0.0227051954596352,0.0222680183312649,0.00780670751531697,0.0117514427067803,-0.00491517644265881,-0.00437994178181558,-0.0114267706673466,-0.00310136157495743,0.0118887987547893,0.0047188149005001,0.00862024165694562,0.0136289175455082,0.00560367970920534,0.00599716757366839
"63",63,0.0192680522968993,0.01772710997496,0.0254004462116339,0.0278860206772082,0.0289959523814758,0.0227440996137456,0.00473512691254327,0.0146762769734303,-0.00754506434774487,-0.00363673533798296,-0.00469877583030738,0.00203143824146574,0.0150699596205513,0.00895261701561501,0.017902136504931,0.0186552358600413,0.00102153076775354,0.0086699625257039
"64",64,0.0175597708137203,0.0232793589259217,0.0301058652993543,0.0366675040099832,0.0370176550566423,0.029959836748091,0.00672124269162501,0.011556862390398,-0.0123505237471199,-0.0128879269907002,-0.00964326094315534,0.00720641867481292,0.0228034080634575,0.0118596529517363,0.018288139621181,0.0288679007838475,-0.000717544951113715,0.00179465542535643
"65",65,0.020748187550856,0.0183036701499595,0.0294968565184668,0.0325796681941121,0.0292979474034567,0.0255225564244896,0.0104444403320761,0.0182921993827539,-0.00312337239186199,0.00386096896323126,0.000204458377841754,0.00510370228281343,0.0158134689694394,0.0105559809329351,0.0161739130155121,0.0181867718090265,0.00465118985755304,0.00816749103129147
"66",66,0.010691767459279,0.0139887024229908,0.0160611517848632,0.0208096572902099,0.0160682905056367,0.0137832053162448,0.00323511684943355,0.00847788659999815,-0.00406598913406293,-0.00300669159849689,-0.00480145632679671,-0.00163004483500802,0.00690883160428811,0.00494731497946932,0.0051395115511611,0.0109521643177404,0.000757355649152429,0.00264189860092643
"67",67,0.0122831976881806,0.0137960142941783,0.0175227169198398,0.0182742006436628,0.0212505519875729,0.0203073731605429,0.00852911190750016,0.0127291679217998,-0.00555415641562834,-0.00283437674486551,-0.00464904165357168,-0.00356711709198823,0.0104281168447838,0.00825812336664033,0.0122034971898545,0.0126965970411066,-0.000785013520985029,0.00573586588210791
"68",68,0.0146988212032293,0.0190371812044622,0.0238408151336657,0.0315996066368466,0.0260678319412497,0.0242731744077014,0.00567544216136934,0.00508228299064878,-0.0127729315982721,-0.0128860529759723,-0.0102190430367707,0.00265264795960656,0.0138985479214475,0.0110436010844762,0.0113580807034522,0.0240619201164493,0.000526325593187681,0.00717872340039945
"69",69,0.01941431351254,0.0257661606043303,0.0349019342130913,0.0403963704385424,0.0376625027610497,0.0274669259997703,0.0105572580712913,0.011366117219013,-0.0101225942674981,-0.00733750212305369,-0.00537682264008624,0.00853003638767089,0.0180238152931386,0.0113338136346113,0.0140445851038692,0.0237538321781728,0.00693822763504358,0.0100715443169383
"70",70,0.0204615247439184,0.0214831764185933,0.0300392876724141,0.0330859106773048,0.0316494186349491,0.0280005902720109,0.00532461843515275,0.0151300658587593,-0.00940635926496459,-0.00499968717667057,-0.00389349820658382,0.00386685888012339,0.0202471815319945,0.0108389323132555,0.0193266786432025,0.0232533309967922,-0.00138357926564421,0.00743030297837387
"71",71,0.021514774723675,0.0193552599453341,0.0286414036394557,0.0321571498037363,0.0312966469148914,0.0289475219431635,0.0101807578798166,0.0209122280534428,-0.00426281531092601,-0.0012286344917784,-0.00109174932713864,-0.00243171620776653,0.01240630758228,0.00316261828915594,0.0138250969930726,0.0138519479303319,-0.00361095358920868,0.00873643359656745
"72",72,0.0150304656098839,0.0182247759245064,0.0251422783863873,0.0273988071952214,0.0269306917918714,0.021494973596056,0.00190399047525698,0.00823069768145882,-0.00349109415390646,-9.48963464214569e-05,-0.000384375205407568,0.00403861157355218,0.0151673323564879,0.00434449984888362,0.00435869627296986,0.0135913602225017,-0.00160234424537104,0.00365158570282068
"73",73,0.0154694985903378,0.0156327357636,0.0219625832961639,0.0266484654863624,0.0272490659467107,0.0259324628474895,0.008877725919634,0.0106484468912966,-0.00624176182296929,-0.00695308532357336,-0.00970237316583651,-0.00365051781886666,0.0117792096583516,0.00406773662576017,0.00737515485510434,0.0177493393039904,0.000428406817459559,0.00468557799121207
"74",74,0.0196972073544841,0.0170806925506106,0.0176673774854989,0.0245078103909661,0.0194201311704697,0.0217920984218846,0.0109830182037202,0.014662479061261,-0.00499817903502203,0.000122612688431295,0.000222911991301083,0.00272883788766579,0.0136728564667525,0.0125059880880727,0.0224682207336936,0.0181564409794438,0.000320139675161935,0.00932033567519871
"75",75,0.0188073010907227,0.0184516292544078,0.0320191387504222,0.031826961800057,0.032667938063568,0.0337245939156473,0.010964299977839,0.0168234399065905,-0.00695723986987726,-0.000533556375009209,-0.00929038621615533,-0.0085147053500912,0.0130593545270658,0.0106382746292139,0.0161009780018703,0.0180702154521249,0.00807849122368001,0.018909051474967
"76",76,0.014588037673211,0.0189383835899458,0.0235899532211154,0.0299255990347755,0.0296577760689526,0.0242473401915992,0.00233763754672449,0.00550370777141167,-0.00816537998193104,-0.00823719486896034,-0.00919570291717252,0.000531699174395532,0.015876811821518,0.0103002115964368,0.010831086483248,0.0183757935372582,0.0051670319424502,0.0066524011919727
"77",77,0.0215843385574495,0.0196557236232656,0.0274977480117652,0.0327651720426256,0.0312015561023961,0.0313926643355788,0.00996599413734702,0.020847120324186,-0.00768728491032673,-0.00238402203525513,-0.0065966790135331,-0.000341099485255942,0.0154222060893092,0.0104707971473098,0.0195680235406153,0.0230753115069123,0.00185652856114113,0.0102940859154181
"78",78,0.0145961223826379,0.0158807290788391,0.0214486532305997,0.0271977547928254,0.0274343833419718,0.0179962675672923,0.00626690459108247,0.0105754594486305,-0.00600706586279165,-0.00580278949218033,-0.00809346253982249,0.00241348397738477,0.011801064087764,0.00311711587748847,0.01041015327864,0.0192555730990581,0.00339293591380122,0.00180909285384531
"79",79,0.0145965530085274,0.0176416639910618,0.0237108844252641,0.0312687007852171,0.0295898436790872,0.0264398306545664,0.00403963622892707,0.0152240908671168,-0.00862208997542931,-0.00505914501830288,-0.0076244386303262,-0.00122657903409942,0.0142428787250635,0.00814610956751913,0.0165612920268502,0.0184638084685237,0.00249863945783597,0.00831426063283981
"80",80,0.0162105715637418,0.0167519348298977,0.0218262906302825,0.0233813124994136,0.0240930429158135,0.0216019106376572,0.0109115248536721,0.0110126725522224,-0.00685683572250583,-0.00381312071486284,-0.0103061284548402,-0.00183036114826215,0.00924779062719956,0.00833242886665636,0.00729404113365833,0.0167608920837943,0.00524507955458405,0.0122587919147972
